,id,feature_id,object_id
32382,94325,17,6957
32383,94326,7,6957
32384,94327,50,6956
32385,94328,37,6956
32386,94329,28,6956
32387,94330,17,6956
32388,94331,7,6956
32389,94332,50,6955
32390,94333,37,6955
32391,94334,28,6955
32392,94335,17,6955
32393,94336,7,6955
32394,94337,59,6955
32395,94338,50,6954
32396,94339,37,6954
32397,94340,28,6954
32398,94341,17,6954
32399,94342,7,6954
32400,94348,50,6953
32401,94349,37,6953
32402,94350,28,6953
32403,94351,17,6953
32404,94352,7,6953
32405,94353,50,6952
32406,94354,37,6952
32407,94355,28,6952
32408,94356,17,6952
32409,94357,7,6952
32410,94358,59,6952
32411,94359,50,6951
32412,94360,37,6951
32413,94361,28,6951
32414,94362,17,6951
32415,94363,7,6951
32416,94364,50,6950
32417,94365,37,6950
32418,94366,28,6950
32419,94367,17,6950
32420,94368,7,6950
32421,94369,59,6950
32422,94370,50,6949
32423,94371,37,6949
32424,94372,28,6949
32425,94373,17,6949
32426,94374,7,6949
32427,94375,50,6948
32428,94376,37,6948
32429,94377,28,6948
32430,94378,17,6948
32431,94379,7,6948
32432,94380,50,6947
32433,94381,37,6947
32434,94382,28,6947
32435,94383,17,6947
32436,94384,7,6947
32437,94385,59,6947
32438,94386,50,6946
32439,94387,37,6946
32440,94388,28,6946
32441,94389,17,6946
32442,94390,7,6946
32443,94391,59,6946
32444,94392,50,6945
32445,94393,37,6945
32446,94394,28,6945
32447,94395,17,6945
32448,94396,7,6945
32449,94397,50,6944
32450,94398,37,6944
32451,94399,28,6944
32452,94400,17,6944
32453,94401,7,6944
32454,94402,59,6944
32455,94403,50,6943
32456,94404,37,6943
32457,94405,28,6943
32458,94406,17,6943
32459,94407,7,6943
32460,94408,50,6942
32461,94409,37,6942
32462,94410,28,6942
32463,94411,17,6942
32464,94412,7,6942
32465,94413,50,6941
32466,94414,37,6941
32467,94415,28,6941
32468,94416,17,6941
32469,94417,7,6941
32470,94418,50,6940
32471,94419,37,6940
32472,94420,28,6940
32473,94421,17,6940
32474,94422,7,6940
32475,94423,50,6939
32476,94424,37,6939
32477,94425,28,6939
32478,94426,17,6939
32479,94427,7,6939
32480,94428,59,6939
32481,94429,50,6938
32482,94430,37,6938
32483,94431,28,6938
32484,94432,17,6938
32485,94433,7,6938
32486,94434,59,6938
32487,94435,50,6937
32488,94436,37,6937
32489,94437,28,6937
32490,94438,17,6937
32491,94439,7,6937
32492,94440,50,6936
32493,94441,37,6936
32494,94442,28,6936
32495,94443,17,6936
32496,94444,7,6936
32497,94445,59,6936
32498,94446,50,6935
32499,94447,37,6935
32500,94448,28,6935
32501,94449,17,6935
32502,94450,7,6935
32503,94451,50,6934
32504,94452,37,6934
32505,94453,28,6934
32506,94454,17,6934
32507,94455,7,6934
32508,94456,50,6933
32509,94457,37,6933
32510,94458,28,6933
32511,94459,17,6933
32512,94460,7,6933
32513,94461,50,6932
32514,94462,37,6932
32515,94463,28,6932
32516,94464,17,6932
32517,94465,7,6932
32518,94466,50,6931
32519,94467,37,6931
32520,94468,28,6931
32521,94469,17,6931
32522,94470,7,6931
32523,94471,59,6931
32524,94472,50,6930
32525,94473,37,6930
32526,94474,28,6930
32527,94475,17,6930
32528,94476,7,6930
32529,94477,50,6929
32530,94478,37,6929
32531,94479,28,6929
32532,94480,17,6929
32533,94481,7,6929
32534,94482,50,6928
32535,94483,37,6928
32536,94484,28,6928
32537,94485,17,6928
32538,94486,7,6928
32539,94487,50,6927
32540,94488,37,6927
32541,94489,28,6927
32542,94490,17,6927
32543,94491,7,6927
32544,94492,50,6926
32545,94493,37,6926
32546,94494,28,6926
32547,94495,17,6926
32548,94496,7,6926
32549,94497,50,6925
32550,94498,37,6925
32551,94499,28,6925
32552,94500,17,6925
32553,94501,7,6925
32554,94502,59,6925
32555,94503,50,6924
32556,94504,37,6924
32557,94505,28,6924
32558,94506,17,6924
32559,94507,7,6924
32560,94508,50,6923
32561,94509,37,6923
32562,94510,28,6923
32563,94511,17,6923
32564,94512,7,6923
32565,94513,59,6923
32566,94514,50,6922
32567,94515,37,6922
32568,94516,28,6922
32569,94517,17,6922
32570,94518,7,6922
32571,94519,59,6922
32572,94520,50,6921
32573,94521,37,6921
32574,94522,28,6921
32575,94523,17,6921
32576,94524,7,6921
32577,94525,59,6921
32578,94526,50,6920
32579,94527,37,6920
32580,94528,28,6920
32581,94529,17,6920
32582,94530,7,6920
32583,94531,59,6920
32584,94532,50,6919
32585,94533,37,6919
32586,94534,28,6919
32587,94535,17,6919
32588,94536,7,6919
32589,94537,59,6919
32590,94538,50,6918
32591,94539,37,6918
32592,94540,28,6918
32593,94541,17,6918
32594,94542,7,6918
32595,94543,50,6917
32596,94544,37,6917
32597,94545,28,6917
32598,94546,17,6917
32599,94547,7,6917
32600,94548,59,6917
32601,94549,50,6916
32602,94550,37,6916
32603,94551,28,6916
32604,94552,17,6916
32605,94553,7,6916
32606,94554,59,6916
32607,94555,50,6915
32608,94556,37,6915
32609,94557,28,6915
32610,94558,17,6915
32611,94559,7,6915
32612,94560,59,6915
32613,94561,50,6914
32614,94562,37,6914
32615,94563,28,6914
32616,94564,17,6914
32617,94565,7,6914
32618,94566,59,6914
32619,94567,50,6913
32620,94568,37,6913
32621,94569,28,6913
32622,94570,17,6913
32623,94571,7,6913
32624,94572,59,6913
32625,94573,50,6912
32626,94574,37,6912
32627,94575,28,6912
32628,94576,17,6912
32629,94577,7,6912
32630,94578,50,6911
32631,94579,37,6911
32632,94580,28,6911
32633,94581,17,6911
32634,94582,7,6911
32635,94583,59,6911
32636,94584,50,6910
32637,94585,37,6910
32638,94586,28,6910
32639,94587,17,6910
32640,94588,7,6910
32641,94589,59,6910
32642,94590,50,6909
32643,94591,37,6909
32644,94592,28,6909
32645,94593,17,6909
32646,94594,7,6909
32647,94595,59,6909
32648,94596,50,6908
32649,94597,37,6908
32650,94598,28,6908
32651,94599,17,6908
32652,94600,7,6908
32653,94601,59,6908
32654,94602,50,6907
32655,94603,37,6907
32656,94604,28,6907
32657,94605,17,6907
32658,94606,7,6907
32659,94607,59,6907
32660,94608,50,6906
32661,94609,37,6906
32662,94610,28,6906
32663,94611,17,6906
32664,94612,7,6906
32665,94613,59,6906
32666,94614,50,6958
32667,94615,37,6958
32668,94616,28,6958
32669,94617,17,6958
32670,94618,7,6958
32671,96046,50,7084
32672,96047,37,7084
32673,96048,28,7084
32674,96049,17,7084
32675,96050,7,7084
32676,94624,50,6962
32677,94625,37,6962
32678,94626,28,6962
32679,94627,17,6962
32680,94628,7,6962
32681,94629,59,6962
32682,98535,50,7280
32683,94636,50,6963
32684,94637,37,6963
32685,94638,28,6963
32686,94639,17,6963
32687,94640,7,6963
32688,94641,59,6963
32689,94648,50,6964
32690,94649,37,6964
32691,94650,28,6964
32692,94651,17,6964
32693,94652,7,6964
32694,94653,59,6964
32695,94660,50,6965
32696,94661,37,6965
32697,94662,28,6965
32698,94663,17,6965
32699,94664,7,6965
32700,94665,59,6965
32701,94672,50,6966
32702,94673,37,6966
32703,94674,28,6966
32704,94675,17,6966
32705,94676,7,6966
32706,94677,59,6966
32707,94684,50,6967
32708,94685,37,6967
32709,94686,28,6967
32710,94687,17,6967
32711,94688,7,6967
32712,94689,59,6967
32713,94696,50,6968
32714,94697,37,6968
32715,94698,28,6968
32716,94699,17,6968
32717,94700,7,6968
32718,94701,59,6968
32719,94708,50,6969
32720,94709,37,6969
32721,94710,28,6969
32722,94711,17,6969
32723,94712,7,6969
32724,94713,59,6969
32725,94720,50,6970
32726,94721,37,6970
32727,94722,28,6970
32728,94723,17,6970
32729,94724,7,6970
32730,94725,59,6970
32731,96214,50,7093
32732,96215,37,7093
32733,96216,28,7093
32734,96217,17,7093
32735,96218,7,7093
32736,96268,50,7098
32737,96269,37,7098
32738,96270,28,7098
32739,96271,17,7098
32740,96272,7,7098
32741,94744,50,6972
32742,94745,37,6972
32743,94746,28,6972
32744,94747,17,6972
32745,94748,7,6972
32746,94749,59,6972
32747,94750,50,6971
32748,94751,37,6971
32749,94752,28,6971
32750,94753,17,6971
32751,94754,7,6971
32752,94755,59,6971
32753,96367,50,7107
32754,94762,50,6973
32755,94763,37,6973
32756,94764,28,6973
32757,94765,17,6973
32758,94766,7,6973
32759,94767,59,6973
32760,96368,37,7107
32761,96369,28,7107
32762,96370,17,7107
32763,96371,7,7107
32764,96372,59,7107
32765,94774,50,6974
32766,94775,37,6974
32767,94776,28,6974
32768,94777,17,6974
32769,94778,7,6974
32770,94779,59,6974
32771,94786,50,6975
32772,94787,37,6975
32773,94788,28,6975
32774,94789,17,6975
32775,94790,7,6975
32776,94791,59,6975
32777,96561,50,7119
32778,96562,37,7119
32779,96563,28,7119
32780,94804,50,6976
32781,94805,37,6976
32782,94806,28,6976
32783,94807,17,6976
32784,94808,7,6976
32785,94809,59,6976
32786,96564,17,7119
32787,96565,7,7119
32788,94816,50,6977
32789,94817,37,6977
32790,94818,28,6977
32791,94819,17,6977
32792,94820,7,6977
32793,94821,59,6977
32794,96653,50,7128
32795,96654,37,7128
32796,96655,28,7128
32797,96656,17,7128
32798,96657,7,7128
32799,94828,50,6978
32800,94829,37,6978
32801,94830,28,6978
32802,94831,17,6978
32803,94832,7,6978
32804,94833,59,6978
32805,96695,50,7132
32806,96696,37,7132
32807,96697,28,7132
32808,96698,17,7132
32809,96699,7,7132
32810,96737,50,7136
32811,94840,50,6979
32812,94841,37,6979
32813,94842,28,6979
32814,94843,17,6979
32815,94844,7,6979
32816,94845,59,6979
32817,96738,37,7136
32818,96739,28,7136
32819,96740,17,7136
32820,96741,7,7136
32821,96779,50,7140
32822,96780,37,7140
32823,94852,50,6980
32824,94853,37,6980
32825,94854,28,6980
32826,94855,17,6980
32827,94856,7,6980
32828,94857,59,6980
32829,96781,28,7140
32830,96782,17,7140
32831,94864,50,6981
32832,94865,37,6981
32833,94866,28,6981
32834,94867,17,6981
32835,94868,7,6981
32836,94869,59,6981
32837,94876,50,6982
32838,94877,37,6982
32839,94878,28,6982
32840,94879,17,6982
32841,94880,7,6982
32842,94881,59,6982
32843,94888,50,6983
32844,94889,37,6983
32845,94890,28,6983
32846,94891,17,6983
32847,94892,7,6983
32848,94893,59,6983
32849,94900,50,6984
32850,94901,37,6984
32851,94902,28,6984
32852,94903,17,6984
32853,94904,7,6984
32854,94905,59,6984
32855,94912,50,6985
32856,94913,37,6985
32857,94914,28,6985
32858,94915,17,6985
32859,94916,7,6985
32860,94917,59,6985
32861,94924,50,6986
32862,94925,37,6986
32863,94926,28,6986
32864,94927,17,6986
32865,94928,7,6986
32866,94929,59,6986
32867,94936,50,6987
32868,94937,37,6987
32869,94938,28,6987
32870,94939,17,6987
32871,94940,7,6987
32872,94941,59,6987
32873,94954,50,6988
32874,94955,37,6988
32875,94956,28,6988
32876,94957,17,6988
32877,94958,7,6988
32878,94959,59,6988
32879,94966,50,6989
32880,94967,37,6989
32881,94968,28,6989
32882,94969,17,6989
32883,94970,7,6989
32884,94971,59,6989
32885,94984,50,6990
32886,94985,37,6990
32887,94986,28,6990
32888,94987,17,6990
32889,94988,7,6990
32890,94989,59,6990
32891,94996,50,6991
32892,94997,37,6991
32893,94998,28,6991
32894,94999,17,6991
32895,95000,7,6991
32896,95001,59,6991
32897,96056,50,7085
32898,96057,37,7085
32899,96058,28,7085
32900,96059,17,7085
32901,96060,7,7085
32902,95008,50,6992
32903,95009,37,6992
32904,95010,28,6992
32905,95011,17,6992
32906,95012,7,6992
32907,95018,50,6993
32908,95019,37,6993
32909,95020,28,6993
32910,95021,17,6993
32911,95022,7,6993
32912,95023,59,6993
32913,95030,50,6994
32914,95031,37,6994
32915,95032,28,6994
32916,95033,17,6994
32917,95034,7,6994
32918,95035,59,6994
32919,95042,50,6995
32920,95043,37,6995
32921,95044,28,6995
32922,95045,17,6995
32923,95046,7,6995
32924,95047,59,6995
32925,96323,50,7103
32926,96324,37,7103
32927,96325,28,7103
32928,96326,17,7103
32929,95054,50,6996
32930,95055,37,6996
32931,95056,28,6996
32932,95057,17,6996
32933,95058,7,6996
32934,95059,59,6996
32935,96327,7,7103
32936,96328,59,7103
32937,95066,50,6997
32938,95067,37,6997
32939,95068,28,6997
32940,95069,17,6997
32941,95070,7,6997
32942,95071,59,6997
32943,95078,50,6998
32944,95079,37,6998
32945,95080,28,6998
32946,95081,17,6998
32947,95082,7,6998
32948,95083,59,6998
32949,95090,50,6999
32950,95091,37,6999
32951,95092,28,6999
32952,95093,17,6999
32953,95094,7,6999
32954,95095,59,6999
32955,95102,50,7000
32956,95103,37,7000
32957,95104,28,7000
32958,95105,17,7000
32959,95106,7,7000
32960,95107,59,7000
32961,96566,50,7120
32962,96567,37,7120
32963,96568,28,7120
32964,96569,17,7120
32965,96570,7,7120
32966,95114,50,7001
32967,95115,37,7001
32968,95116,28,7001
32969,95117,17,7001
32970,95118,7,7001
32971,95119,59,7001
32972,95126,50,7002
32973,95127,37,7002
32974,95128,28,7002
32975,95129,17,7002
32976,95130,7,7002
32977,95131,59,7002
32978,95138,50,7003
32979,95139,37,7003
32980,95140,28,7003
32981,95141,17,7003
32982,95142,7,7003
32983,95143,59,7003
32984,95150,50,7004
32985,95151,37,7004
32986,95152,28,7004
32987,95153,17,7004
32988,95154,7,7004
32989,95155,59,7004
32990,96783,7,7140
32991,96809,50,7143
32992,96810,37,7143
32993,96811,28,7143
32994,96812,17,7143
32995,95162,50,7005
32996,95163,37,7005
32997,95164,28,7005
32998,95165,17,7005
32999,95166,7,7005
33000,95167,59,7005
33001,96813,7,7143
33002,96839,50,7146
33003,96840,37,7146
33004,96841,28,7146
33005,96842,17,7146
33006,96843,7,7146
33007,95174,50,7006
33008,95175,37,7006
33009,95176,28,7006
33010,95177,17,7006
33011,95178,7,7006
33012,95179,59,7006
33013,96896,50,7152
33014,95186,50,7007
33015,95187,37,7007
33016,95188,28,7007
33017,95189,17,7007
33018,95190,7,7007
33019,95191,59,7007
33020,96897,37,7152
33021,96898,28,7152
33022,96899,17,7152
33023,96900,7,7152
33024,95198,50,7008
33025,95199,37,7008
33026,95200,28,7008
33027,95201,17,7008
33028,95202,7,7008
33029,95203,59,7008
33030,95210,50,7009
33031,95211,37,7009
33032,95212,28,7009
33033,95213,17,7009
33034,95214,7,7009
33035,95215,59,7009
33036,95222,50,7010
33037,95223,37,7010
33038,95224,28,7010
33039,95225,17,7010
33040,95226,7,7010
33041,95227,59,7010
33042,95240,50,7011
33043,95241,37,7011
33044,95242,28,7011
33045,95243,17,7011
33046,95244,7,7011
33047,95245,59,7011
33048,95252,50,7012
33049,95253,37,7012
33050,95254,28,7012
33051,95255,17,7012
33052,95256,7,7012
33053,95257,59,7012
33054,95264,50,7013
33055,95265,37,7013
33056,95266,28,7013
33057,95267,17,7013
33058,95268,7,7013
33059,95269,59,7013
33060,95276,50,7014
33061,95277,37,7014
33062,95278,28,7014
33063,95279,17,7014
33064,95280,7,7014
33065,95281,59,7014
33066,95288,50,7015
33067,95289,37,7015
33068,95290,28,7015
33069,95291,17,7015
33070,95292,7,7015
33071,95293,59,7015
33072,130669,44,8726
33073,130670,61,8726
33074,117659,3,2183
33075,117660,16,2183
33076,102511,3,7604
33077,102512,16,7604
33078,95300,50,7016
33079,95301,37,7016
33080,95302,28,7016
33081,95303,17,7016
33082,95304,7,7016
33083,95305,59,7016
33084,95312,50,7017
33085,95313,37,7017
33086,95314,28,7017
33087,95315,17,7017
33088,95316,7,7017
33089,95317,59,7017
33090,96224,50,7094
33091,96225,37,7094
33092,96226,28,7094
33093,95324,50,7018
33094,95325,37,7018
33095,95326,28,7018
33096,95327,17,7018
33097,95328,7,7018
33098,95329,59,7018
33099,96227,17,7094
33100,96228,7,7094
33101,96229,59,7094
33102,96278,50,7099
33103,96279,37,7099
33104,96280,28,7099
33105,95336,50,7019
33106,95337,37,7019
33107,95338,28,7019
33108,95339,17,7019
33109,95340,7,7019
33110,95341,59,7019
33111,96281,17,7099
33112,96282,7,7099
33113,95348,50,7020
33114,95349,37,7020
33115,95350,28,7020
33116,95351,17,7020
33117,95352,7,7020
33118,95353,59,7020
33119,96379,50,7108
33120,96380,37,7108
33121,96381,28,7108
33122,95365,50,7022
33123,95366,37,7022
33124,95367,28,7022
33125,95368,17,7022
33126,95369,7,7022
33127,95370,59,7022
33128,96382,17,7108
33129,96383,7,7108
33130,96384,59,7108
33131,95377,50,7023
33132,95378,37,7023
33133,95379,28,7023
33134,95380,17,7023
33135,95381,7,7023
33136,95387,50,7024
33137,95388,37,7024
33138,95389,28,7024
33139,95390,17,7024
33140,95391,7,7024
33141,96525,50,7112
33142,96526,37,7112
33143,95397,50,7025
33144,95398,37,7025
33145,95399,28,7025
33146,95400,17,7025
33147,95401,7,7025
33148,95402,59,7025
33149,96527,28,7112
33150,96528,17,7112
33151,96529,7,7112
33152,95409,50,7026
33153,95410,37,7026
33154,95411,28,7026
33155,95412,17,7026
33156,95413,7,7026
33157,95414,59,7026
33158,96616,50,7124
33159,96617,37,7124
33160,96618,28,7124
33161,96619,17,7124
33162,95421,50,7027
33163,95422,37,7027
33164,95423,28,7027
33165,95424,17,7027
33166,95425,7,7027
33167,95426,59,7027
33168,96620,7,7124
33169,96663,50,7129
33170,96664,37,7129
33171,95438,50,7028
33172,95439,37,7028
33173,95440,28,7028
33174,95441,17,7028
33175,95442,7,7028
33176,95448,50,7029
33177,95449,37,7029
33178,95450,28,7029
33179,95451,17,7029
33180,95452,7,7029
33181,95453,59,7029
33182,95460,50,7030
33183,95461,37,7030
33184,95462,28,7030
33185,95463,17,7030
33186,95464,7,7030
33187,95470,50,7031
33188,95471,37,7031
33189,95472,28,7031
33190,95473,17,7031
33191,95474,7,7031
33192,95480,50,7032
33193,95481,37,7032
33194,95482,28,7032
33195,95483,17,7032
33196,95484,7,7032
33197,95485,59,7032
33198,95492,50,7033
33199,95493,37,7033
33200,95494,28,7033
33201,95495,17,7033
33202,95496,7,7033
33203,95497,59,7033
33204,95504,50,7034
33205,95505,37,7034
33206,95506,28,7034
33207,95507,17,7034
33208,95508,7,7034
33209,95514,50,7035
33210,95515,37,7035
33211,95516,28,7035
33212,95517,17,7035
33213,95518,7,7035
33214,95519,59,7035
33215,95526,50,7036
33216,95527,37,7036
33217,95528,28,7036
33218,95529,17,7036
33219,95530,7,7036
33220,95536,50,7037
33221,95537,37,7037
33222,95538,28,7037
33223,95539,17,7037
33224,95540,7,7037
33225,95541,59,7037
33226,95548,50,7038
33227,95549,37,7038
33228,95550,28,7038
33229,95551,17,7038
33230,95552,7,7038
33231,95558,50,7039
33232,95559,37,7039
33233,95560,28,7039
33234,95561,17,7039
33235,95562,7,7039
33236,95568,50,7040
33237,95569,37,7040
33238,95570,28,7040
33239,95571,17,7040
33240,95572,7,7040
33241,95573,59,7040
33242,95580,50,7041
33243,95581,37,7041
33244,95582,28,7041
33245,95583,17,7041
33246,95584,7,7041
33247,96066,50,7086
33248,96067,37,7086
33249,96068,28,7086
33250,96069,17,7086
33251,96070,7,7086
33252,95590,50,7042
33253,95591,37,7042
33254,95592,28,7042
33255,95593,17,7042
33256,95594,7,7042
33257,95600,50,7043
33258,95601,37,7043
33259,95602,28,7043
33260,95603,17,7043
33261,95604,7,7043
33262,96176,50,7090
33263,96177,37,7090
33264,96178,28,7090
33265,96179,17,7090
33266,96180,7,7090
33267,95610,50,7044
33268,95611,37,7044
33269,95612,28,7044
33270,95613,17,7044
33271,95614,7,7044
33272,95620,50,7045
33273,95621,37,7045
33274,95622,28,7045
33275,95623,17,7045
33276,95624,7,7045
33277,95630,50,7046
33278,95631,37,7046
33279,95632,28,7046
33280,95633,17,7046
33281,95634,7,7046
33282,96335,50,7104
33283,96336,37,7104
33284,96337,28,7104
33285,96338,17,7104
33286,95640,50,7047
33287,95641,37,7047
33288,95642,28,7047
33289,95643,17,7047
33290,95644,7,7047
33291,95645,59,7047
33292,96339,7,7104
33293,95652,50,7048
33294,95653,37,7048
33295,95654,28,7048
33296,95655,17,7048
33297,95656,7,7048
33298,95657,59,7048
33299,95664,50,7049
33300,95665,37,7049
33301,95666,28,7049
33302,95667,17,7049
33303,95668,7,7049
33304,95674,50,7050
33305,95675,37,7050
33306,95676,28,7050
33307,95677,17,7050
33308,95678,7,7050
33309,96530,50,7113
33310,96531,37,7113
33311,96532,28,7113
33312,95684,50,7051
33313,95685,37,7051
33314,95686,28,7051
33315,95687,17,7051
33316,95688,7,7051
33317,96533,17,7113
33318,96534,7,7113
33319,96535,59,7113
33320,95694,50,7052
33321,95695,37,7052
33322,95696,28,7052
33323,95697,17,7052
33324,95698,7,7052
33325,95699,59,7052
33326,96621,50,7125
33327,96622,37,7125
33328,96623,28,7125
33329,95706,50,7053
33330,95707,37,7053
33331,95708,28,7053
33332,95709,17,7053
33333,95710,7,7053
33334,95711,59,7053
33335,96624,17,7125
33336,96625,7,7125
33337,96665,28,7129
33338,96666,17,7129
33339,96667,7,7129
33340,96668,59,7129
33341,95718,50,7054
33342,95719,37,7054
33343,95720,28,7054
33344,95721,17,7054
33345,95722,7,7054
33346,95723,59,7054
33347,96705,50,7133
33348,96706,37,7133
33349,96707,28,7133
33350,96708,17,7133
33351,96709,7,7133
33352,96747,50,7137
33353,95730,50,7055
33354,95731,37,7055
33355,95732,28,7055
33356,95733,17,7055
33357,95734,7,7055
33358,96748,37,7137
33359,96749,28,7137
33360,96750,17,7137
33361,96751,7,7137
33362,96752,59,7137
33363,95740,50,7056
33364,95741,37,7056
33365,95742,28,7056
33366,95743,17,7056
33367,95744,7,7056
33368,95750,50,7057
33369,95751,37,7057
33370,95752,28,7057
33371,95753,17,7057
33372,95754,7,7057
33373,95760,50,7058
33374,95761,37,7058
33375,95762,28,7058
33376,95763,17,7058
33377,95764,7,7058
33378,95770,50,7059
33379,95771,37,7059
33380,95772,28,7059
33381,95773,17,7059
33382,95774,7,7059
33383,95780,50,7060
33384,95781,37,7060
33385,95782,28,7060
33386,95783,17,7060
33387,95784,7,7060
33388,95785,59,7060
33389,95792,50,7061
33390,95793,37,7061
33391,95794,28,7061
33392,95795,17,7061
33393,95796,7,7061
33394,95802,50,7062
33395,95803,37,7062
33396,95804,28,7062
33397,95805,17,7062
33398,95806,7,7062
33399,95812,50,7063
33400,95813,37,7063
33401,95814,28,7063
33402,95815,17,7063
33403,95816,7,7063
33404,95822,50,7064
33405,95823,37,7064
33406,95824,28,7064
33407,95825,17,7064
33408,95826,7,7064
33409,95832,50,7065
33410,95833,37,7065
33411,95834,28,7065
33412,95835,17,7065
33413,95836,7,7065
33414,95842,50,7066
33415,95843,37,7066
33416,95844,28,7066
33417,95845,17,7066
33418,95846,7,7066
33419,98536,37,7280
33420,98537,28,7280
33421,102513,41,7604
33422,102514,49,7604
33423,102515,46,7604
33424,96126,50,7088
33425,95879,50,7069
33426,95880,37,7069
33427,95881,28,7069
33428,95882,17,7069
33429,95883,7,7069
33430,106335,65,7868
33431,110089,3,7904
33432,110090,18,7904
33433,110091,41,7904
33434,110092,49,7904
33435,96127,37,7088
33436,96128,28,7088
33437,96129,17,7088
33438,96130,7,7088
33439,110093,59,7904
33440,95894,50,7067
33441,95895,37,7067
33442,95896,28,7067
33443,95897,17,7067
33444,95898,7,7067
33445,95899,50,7068
33446,95900,37,7068
33447,95901,28,7068
33448,95902,17,7068
33449,95903,7,7068
33450,95904,59,7068
33451,119061,16,2246
33452,119062,49,2246
33453,146683,17,9868
33454,146684,29,9868
33455,96236,50,7095
33456,95910,50,7071
33457,95911,37,7071
33458,95912,28,7071
33459,95913,17,7071
33460,95914,7,7071
33461,96237,37,7095
33462,96238,28,7095
33463,96239,17,7095
33464,96240,7,7095
33465,96241,59,7095
33466,95920,50,7072
33467,95921,37,7072
33468,95922,28,7072
33469,95923,17,7072
33470,95924,7,7072
33471,96288,50,7100
33472,96289,37,7100
33473,96290,28,7100
33474,96291,17,7100
33475,96292,7,7100
33476,95930,50,7073
33477,95931,37,7073
33478,95932,28,7073
33479,95933,17,7073
33480,95934,7,7073
33481,146685,3,9868
33482,146686,37,9868
33483,95940,50,7074
33484,95941,37,7074
33485,95942,28,7074
33486,95943,17,7074
33487,95944,7,7074
33488,96391,50,7109
33489,96392,37,7109
33490,96393,28,7109
33491,96394,17,7109
33492,96395,7,7109
33493,95950,50,7075
33494,95951,37,7075
33495,95952,28,7075
33496,95953,17,7075
33497,95954,7,7075
33498,98023,50,7243
33499,98024,37,7243
33500,98025,28,7243
33501,98026,17,7243
33502,95960,50,7076
33503,95961,37,7076
33504,95962,28,7076
33505,95963,17,7076
33506,95964,7,7076
33507,98027,7,7243
33508,95970,50,7077
33509,95971,37,7077
33510,95972,28,7077
33511,95973,17,7077
33512,95974,7,7077
33513,96536,50,7114
33514,96537,37,7114
33515,96538,28,7114
33516,95980,50,7078
33517,95981,37,7078
33518,95982,28,7078
33519,95983,17,7078
33520,95984,7,7078
33521,96539,17,7114
33522,96540,7,7114
33523,102744,49,7610
33524,102745,46,7610
33525,102746,63,7610
33526,102755,49,7615
33527,95996,50,7079
33528,95997,37,7079
33529,95998,28,7079
33530,95999,17,7079
33531,96000,7,7079
33532,96001,59,7079
33533,102756,46,7615
33534,102757,63,7615
33535,98183,50,7254
33536,98184,37,7254
33537,98185,28,7254
33538,98186,17,7254
33539,98187,7,7254
33540,98188,59,7254
33541,98207,50,7258
33542,98208,37,7258
33543,98209,28,7258
33544,98210,17,7258
33545,98211,7,7258
33546,96874,50,7150
33547,96875,37,7150
33548,96876,28,7150
33549,96877,17,7150
33550,96878,7,7150
33551,96879,59,7150
33552,98212,59,7258
33553,98231,50,7260
33554,98232,37,7260
33555,98233,28,7260
33556,98234,17,7260
33557,98235,7,7260
33558,98236,59,7260
33559,98255,50,7262
33560,98256,37,7262
33561,98257,28,7262
33562,98258,17,7262
33563,98259,7,7262
33564,98260,59,7262
33565,98279,50,7264
33566,98280,37,7264
33567,98281,28,7264
33568,98282,17,7264
33569,98283,7,7264
33570,98284,59,7264
33571,98303,50,7266
33572,98304,37,7266
33573,98305,28,7266
33574,98306,17,7266
33575,98307,7,7266
33576,98308,59,7266
33577,98327,50,7268
33578,98328,37,7268
33579,98329,28,7268
33580,98330,17,7268
33581,98331,7,7268
33582,98332,59,7268
33583,97309,50,7191
33584,97310,37,7191
33585,97311,28,7191
33586,97312,17,7191
33587,97313,7,7191
33588,97331,50,7193
33589,97332,37,7193
33590,97333,28,7193
33591,97334,17,7193
33592,97335,7,7193
33593,97371,50,7195
33594,97581,59,7211
33595,98463,3,5953
33596,98464,63,5953
33597,98465,49,5953
33598,98466,41,5953
33599,97588,50,7212
33600,97589,37,7212
33601,97590,28,7212
33602,97591,17,7212
33603,97592,7,7212
33604,97593,59,7212
33605,97969,50,7238
33606,97970,37,7238
33607,97971,28,7238
33608,97972,17,7238
33609,97973,7,7238
33610,97974,59,7238
33611,98003,50,7241
33612,98004,37,7241
33613,98005,28,7241
33614,98006,17,7241
33615,98007,7,7241
33616,98476,3,5950
33617,98477,63,5950
33618,98478,49,5950
33619,98479,41,5950
33620,98480,53,5950
33621,98057,50,7246
33622,98058,37,7246
33623,97612,50,7213
33624,97613,37,7213
33625,97614,28,7213
33626,97615,17,7213
33627,97616,7,7213
33628,97617,59,7213
33629,98059,28,7246
33630,98060,17,7246
33631,98061,7,7246
33632,98077,50,7248
33633,98078,37,7248
33634,98079,28,7248
33635,98080,17,7248
33636,98081,7,7248
33637,98490,3,5954
33638,98491,63,5954
33639,98492,49,5954
33640,98493,41,5954
33641,97630,50,7215
33642,97631,37,7215
33643,97632,28,7215
33644,97633,17,7215
33645,97634,7,7215
33646,97635,59,7215
33647,98494,53,5954
33648,98119,50,7251
33649,98120,37,7251
33650,98121,28,7251
33651,98122,17,7251
33652,98123,7,7251
