,id,feature_id,object_id
3179,10707,41,870
3180,10708,3,869
3181,10709,49,869
3182,10710,16,869
3183,10711,42,869
3184,10712,3,864
3185,10713,49,864
3186,10714,16,864
3187,10715,41,864
3188,10716,3,865
3189,10717,49,865
3190,10718,16,865
3191,10719,37,865
3192,10720,3,866
3193,10721,49,866
3194,10722,16,866
3195,10723,41,866
3196,10724,3,867
3197,10725,49,867
3198,10726,16,867
3199,10727,41,867
3200,10728,3,868
3201,10729,49,868
3202,10730,16,868
3203,10731,37,868
3204,17616,16,1376
3205,17617,59,1376
3206,39994,49,1923
3207,39995,3,1923
3208,118735,17,7761
3209,154560,37,9547
3210,39996,16,1923
3211,19387,49,1453
3212,19388,3,1453
3213,19389,16,1453
3214,19390,37,1453
3215,19391,72,1453
3216,154561,20,9547
3217,19635,49,1472
3218,19636,3,1472
3219,19637,16,1472
3220,19638,37,1472
3221,154562,3,9547
3222,154563,88,9547
3223,154564,50,9547
3224,10764,3,873
3225,10765,49,873
3226,10766,16,873
3227,10767,42,873
3228,10768,61,873
3229,10769,3,872
3230,10770,49,872
3231,10771,16,872
3232,10772,42,872
3233,10773,61,872
3234,10774,3,874
3235,10775,49,874
3236,10776,16,874
3237,10777,42,874
3238,10778,61,874
3239,11917,3,990
3240,11918,49,990
3241,11919,18,990
3242,11920,41,990
3243,10784,3,875
3244,10785,49,875
3245,10786,16,875
3246,10787,41,875
3247,10788,59,875
3248,19834,3,1454
3249,19835,16,1454
3250,19836,41,1454
3251,19837,59,1454
3252,10803,3,877
3253,10804,49,877
3254,10805,16,877
3255,10806,37,877
3256,12052,37,1005
3257,12069,3,1007
3258,12070,49,1007
3259,12071,18,1007
3260,12072,37,1007
3261,10823,3,879
3262,10824,49,879
3263,10825,16,879
3264,10826,41,879
3265,10827,3,878
3266,10828,49,878
3267,10829,16,878
3268,10830,42,878
3269,12129,3,1014
3270,10835,3,880
3271,10836,49,880
3272,10837,16,880
3273,10838,42,880
3274,10839,61,880
3275,12130,49,1014
3276,12131,37,1014
3277,12132,16,1014
3278,12149,3,1016
3279,12150,49,1016
3280,10853,3,863
3281,10854,49,863
3282,10855,16,863
3283,10856,37,863
3284,13362,3,1100
3285,13363,41,1100
3286,13380,49,1102
3287,13381,16,1102
3288,10862,3,881
3289,10863,49,881
3290,10864,18,881
3291,10865,41,881
3292,13382,3,1102
3293,13383,41,1102
3294,10870,3,882
3295,10871,49,882
3296,10872,18,882
3297,10873,41,882
3298,13412,49,1105
3299,13413,16,1105
3300,10878,3,883
3301,10879,49,883
3302,10880,18,883
3303,10881,41,883
3304,13414,3,1105
3305,13415,41,1105
3306,13452,49,1108
3307,13453,16,1108
3308,13454,3,1108
3309,13455,37,1108
3310,13476,49,1111
3311,13477,16,1111
3312,13478,3,1111
3313,13479,37,1111
3314,10918,3,884
3315,10919,49,884
3316,10920,18,884
3317,10921,37,884
3318,10926,3,888
3319,118809,64,7902
3320,118808,64,7727
3321,10927,49,888
3322,10928,18,888
3323,10929,37,888
3324,13545,49,1117
3325,13546,3,1117
3326,13547,18,1117
3327,13548,41,1117
3328,10934,3,889
3329,10935,49,889
3330,10936,18,889
3331,10937,41,889
3332,13549,59,1117
3333,10962,3,891
3334,10963,49,891
3335,10964,37,891
3336,10965,16,891
3337,10966,3,892
3338,10967,49,892
3339,10968,37,892
3340,10969,16,892
3341,10974,3,893
3342,10975,49,893
3343,10976,16,893
3344,10977,41,893
3345,10982,3,894
3346,10983,49,894
3347,10984,16,894
3348,10985,41,894
3349,10990,3,895
3350,10991,49,895
3351,10992,16,895
3352,10993,37,895
3353,10998,3,896
3354,10999,49,896
3355,11000,16,896
3356,11001,42,896
3357,11002,61,896
3358,17618,49,1248
3359,17619,3,1248
3360,17620,37,1248
3361,16266,66,1189
3362,17621,16,1248
3363,11008,3,897
3364,11009,49,897
3365,11010,16,897
3366,11011,42,897
3367,11012,61,897
3368,12987,49,1066
3369,12988,3,1066
3370,12989,18,1066
3371,12990,37,1066
3372,13027,49,1071
3373,11018,3,898
3374,11019,49,898
3375,11020,16,898
3376,11021,42,898
3377,11022,61,898
3378,13028,3,1071
3379,13029,18,1071
3380,13030,37,1071
3381,13083,49,1076
3382,13084,3,1076
3383,11028,3,899
3384,11029,49,899
3385,11030,16,899
3386,11031,42,899
3387,13085,16,1076
3388,13086,42,1076
3389,13087,61,1076
3390,17622,59,1248
3391,11036,3,900
3392,11037,49,900
3393,11038,16,900
3394,11039,42,900
3395,11040,61,900
3396,17691,49,1387
3397,17692,16,1387
3398,17693,37,1387
3399,17694,3,1387
3400,17695,38,1387
3401,11046,3,901
3402,11047,49,901
3403,11048,16,901
3404,11049,42,901
3405,11050,61,901
3406,17759,49,1395
3407,17760,16,1395
3408,17761,3,1395
3409,13196,3,804
3410,13197,49,804
3411,11056,3,902
3412,11057,49,902
3413,11058,16,902
3414,11059,41,902
3415,13198,16,804
3416,13199,42,804
3417,119576,21,4084
3418,119577,3,4084
3419,119578,61,4084
3420,11068,3,903
3421,11069,49,903
3422,11070,16,903
3423,11071,37,903
3424,19392,49,1452
3425,19393,3,1452
3426,12005,3,998
3427,12006,49,998
3428,12007,18,998
3429,12008,37,998
3430,19394,16,1452
3431,19395,37,1452
3432,19396,72,1452
3433,13314,3,992
3434,11084,3,904
3435,11085,49,904
3436,11086,16,904
3437,11087,41,904
3438,13315,49,992
3439,13316,18,992
3440,13317,41,992
3441,13344,49,1098
3442,13345,16,1098
3443,13346,3,1098
3444,13347,37,1098
3445,11096,3,905
3446,11097,49,905
3447,11098,16,905
3448,11099,41,905
3449,12093,3,1010
3450,12094,49,1010
3451,12095,18,1010
3452,12096,37,1010
3453,36873,3,2742
3454,36874,49,2742
3455,36875,16,2742
3456,36903,49,2631
3457,36904,3,2631
3458,13444,49,1106
3459,12151,16,1016
3460,12152,42,1016
3461,12153,61,1016
3462,13445,16,1106
3463,13446,3,1106
3464,13447,37,1106
3465,11140,3,911
3466,11141,49,911
3467,11142,16,911
3468,11143,37,911
3469,13468,49,1110
3470,13469,16,1110
3471,13470,3,1110
3472,13471,37,1110
3473,11152,3,912
3474,11153,49,912
3475,11154,16,912
3476,11155,41,912
3477,11160,3,913
3478,11161,49,913
3479,11162,16,913
3480,11163,37,913
3481,12232,3,1024
3482,12233,49,1024
3483,12234,18,1024
3484,12235,37,1024
3485,11168,3,914
3486,11169,49,914
3487,11170,16,914
3488,11171,37,914
3489,12236,59,1024
3490,11176,3,915
3491,11177,49,915
3492,11178,16,915
3493,11179,37,915
3494,13504,49,1114
3495,13505,3,1114
3496,13506,18,1114
3497,13507,41,1114
3498,11184,3,916
3499,11185,49,916
3500,11186,16,916
3501,11187,41,916
3502,11204,3,918
3503,11205,49,918
3504,11206,16,918
3505,11207,37,918
3506,11216,3,919
3507,11217,49,919
3508,11218,16,919
3509,11219,37,919
3510,11224,3,920
3511,11225,49,920
3512,11226,16,920
3513,11227,37,920
3514,11232,3,921
3515,11233,49,921
3516,11234,16,921
3517,11235,41,921
3518,12338,3,965
3519,11240,3,922
3520,11241,49,922
3521,11242,16,922
3522,11243,37,922
3523,12943,49,1062
3524,12944,16,1062
3525,12945,3,1062
3526,12946,42,1062
3527,12947,61,1062
3528,12991,49,1067
3529,12992,3,1067
3530,11296,3,927
3531,11297,49,927
3532,11298,16,927
3533,11299,42,927
3534,11300,61,927
3535,12993,18,1067
3536,12994,37,1067
3537,39997,41,1923
3538,39998,46,1923
3539,39900,16,1942
3540,39901,37,1942
3541,40093,16,1897
3542,40094,3,1897
3543,119579,97,4084
3544,119580,43,4084
3545,13088,49,1077
3546,11316,3,929
3547,11317,49,929
3548,11318,16,929
3549,11319,42,929
3550,11320,61,929
3551,13089,3,1077
3552,13090,16,1077
3553,13091,42,1077
3554,13092,61,1077
3555,11326,3,928
3556,11327,49,928
3557,11328,16,928
3558,11329,42,928
3559,11330,61,928
3560,11331,3,930
3561,11332,49,930
3562,11333,16,930
3563,11334,42,930
3564,11335,61,930
3565,11341,3,931
3566,11342,49,931
3567,11343,16,931
3568,11344,42,931
3569,11345,61,931
3570,11351,3,932
3571,11352,49,932
3572,11353,16,932
3573,11354,42,932
3574,11355,61,932
3575,17762,37,1395
3576,11361,3,933
3577,11362,49,933
3578,11363,16,933
3579,11364,42,933
3580,13259,49,1091
3581,13260,16,1091
3582,11369,3,934
3583,11370,49,934
3584,11371,16,934
3585,11372,42,934
3586,11373,61,934
3587,13261,3,1091
3588,13262,41,1091
3589,11379,3,935
3590,11380,49,935
3591,11381,16,935
3592,11382,42,935
3593,11383,61,935
3594,11389,3,936
3595,11390,49,936
3596,11391,16,936
3597,11392,42,936
3598,11393,61,936
3599,12077,3,1008
3600,12078,49,1008
3601,12079,18,1008
3602,12080,37,1008
3603,11399,3,937
3604,11400,49,937
3605,11401,16,937
3606,11402,42,937
3607,11403,61,937
3608,11417,3,939
3609,11418,49,939
3610,11419,16,939
3611,11420,42,939
3612,11421,61,939
3613,11427,3,940
3614,11428,49,940
3615,11429,16,940
3616,11430,42,940
3617,11431,61,940
3618,11437,3,941
3619,11438,49,941
3620,11439,16,941
3621,11440,42,941
3622,11441,61,941
3623,11447,3,942
3624,11448,49,942
3625,11449,16,942
3626,11450,42,942
3627,11451,61,942
3628,18338,3,735
3629,18339,49,735
3630,18340,16,735
3631,18341,40,735
3632,18380,3,824
3633,18381,49,824
3634,18382,16,824
3635,11462,3,943
3636,11463,49,943
3637,11464,16,943
3638,11465,42,943
3639,11466,61,943
3640,18383,61,824
3641,18384,42,824
3642,18417,3,972
3643,18418,49,972
3644,12254,3,1026
3645,11472,3,944
3646,11473,49,944
3647,11474,16,944
3648,11475,42,944
3649,11476,61,944
3650,12255,49,1026
3651,12256,18,1026
3652,12257,41,1026
3653,18419,18,972
3654,18420,41,972
3655,11482,3,945
3656,11483,49,945
3657,11484,16,945
3658,11485,42,945
3659,11486,61,945
3660,18458,49,1419
3661,18459,16,1419
3662,11492,3,946
3663,11493,49,946
3664,11494,16,946
3665,11495,42,946
3666,11496,61,946
3667,11502,3,947
3668,11503,49,947
3669,11504,16,947
3670,11505,42,947
3671,11506,61,947
3672,11512,3,948
3673,11513,49,948
3674,11514,16,948
3675,11515,42,948
3676,11516,61,948
3677,11522,3,949
3678,11523,49,949
3679,11524,16,949
3680,11525,42,949
3681,11526,61,949
3682,11537,3,950
3683,11538,49,950
3684,11539,16,950
3685,11540,42,950
3686,11541,61,950
3687,11547,3,951
3688,11548,49,951
3689,11549,16,951
3690,11550,42,951
3691,11551,61,951
3692,11577,3,952
3693,11578,49,952
3694,11579,16,952
3695,11580,42,952
3696,11581,61,952
3697,11582,3,953
3698,11583,49,953
3699,11584,16,953
3700,11585,42,953
3701,11586,61,953
3702,11587,3,954
3703,11588,49,954
3704,11589,16,954
3705,11590,42,954
3706,11591,61,954
3707,40385,49,1910
3708,40386,3,1910
3709,40387,16,1910
3710,17701,49,1388
3711,11597,3,955
3712,11598,49,955
3713,11599,16,955
3714,11600,42,955
3715,11601,61,955
3716,17702,16,1388
3717,17703,37,1388
3718,17704,3,1388
3719,39750,49,1990
3720,39751,16,1990
3721,39752,3,1990
3722,39753,41,1990
3723,19643,49,1473
3724,19644,3,1473
3725,19645,16,1473
3726,19646,37,1473
3727,154565,20,9563
3728,19647,59,1473
3729,154566,3,9563
3730,154567,37,9563
3731,154568,50,9563
3732,17992,49,1414
3733,17993,16,1414
3734,17994,37,1414
3735,17995,6,1414
3736,19843,49,1455
3737,19844,3,1455
3738,19845,16,1455
3739,18118,49,1425
3740,18119,16,1425
3741,18120,37,1425
3742,18121,3,1425
3743,18122,70,1425
3744,13322,49,102
3745,13323,16,102
3746,13324,3,102
3747,13325,37,102
3748,19846,59,1455
3749,19847,37,1455
3750,38196,3,2845
3751,38197,49,2845
3752,13388,49,1103
3753,12101,3,1011
3754,12102,49,1011
3755,12103,18,1011
3756,12104,37,1011
3757,12121,3,1013
3758,12122,49,1013
3759,12123,37,1013
3760,12124,16,1013
3761,12159,3,1017
3762,12160,49,1017
3763,12161,16,1017
3764,12162,42,1017
3765,12302,3,1031
3766,12303,49,1031
3767,12304,16,1031
3768,12305,37,1031
3769,12318,3,1033
3770,12319,49,1033
3771,12320,16,1033
3772,12321,37,1033
3773,12339,49,965
3774,12340,18,965
3775,12341,37,965
3776,12342,66,965
3777,12367,3,876
3778,12368,49,876
3779,12369,16,876
3780,12370,37,876
3781,12371,3,885
3782,12372,49,885
3783,12373,18,885
3784,12374,41,885
3785,12379,3,887
3786,12380,49,887
3787,12381,18,887
3788,12382,37,887
3789,12383,49,590
3790,12384,16,590
3791,12385,37,590
3792,12386,6,590
3793,12391,49,886
3794,12392,18,886
3795,12393,37,886
3796,12394,6,886
3797,12395,3,906
3798,12396,49,906
3799,12397,16,906
3800,12398,37,906
3801,12403,3,908
3802,12404,49,908
3803,12405,16,908
3804,12406,37,908
3805,12407,3,909
3806,12408,49,909
3807,12409,16,909
3808,12410,37,909
3809,12411,3,910
3810,12412,49,910
3811,12413,16,910
3812,12414,37,910
3813,12415,3,917
3814,12416,49,917
3815,12417,16,917
3816,12418,37,917
3817,12419,3,923
3818,12420,49,923
3819,12421,16,923
3820,12422,42,923
3821,12427,3,962
3822,12428,49,962
3823,12429,18,962
3824,12430,37,962
3825,12431,3,964
3826,12432,49,964
3827,12433,18,964
3828,12434,37,964
3829,12435,70,964
3830,12436,3,1009
3831,12437,49,1009
3832,12438,18,1009
3833,12439,37,1009
3834,12440,3,1030
3835,12441,49,1030
3836,12442,16,1030
3837,12443,42,1030
3838,12444,70,1030
3839,12445,3,1032
3840,12446,49,1032
3841,12447,16,1032
3842,12448,37,1032
3843,12449,3,907
3844,12450,49,907
3845,12451,16,907
3846,12452,37,907
3847,12457,3,991
3848,12458,49,991
3849,12459,18,991
3850,12460,37,991
3851,12465,3,989
3852,12466,49,989
3853,12467,18,989
3854,12468,37,989
3855,12469,3,988
3856,12470,49,988
3857,12471,18,988
3858,12472,37,988
3859,12473,3,987
3860,12474,49,987
3861,12475,18,987
3862,12476,37,987
3863,12477,3,986
3864,12478,49,986
3865,12479,18,986
3866,12480,37,986
3867,12481,3,985
3868,12482,49,985
3869,12483,18,985
3870,12484,37,985
3871,12953,49,1063
3872,12954,16,1063
3873,36314,16,2681
3874,36315,37,2681
3875,12955,3,1063
3876,12956,42,1063
3877,12489,3,979
3878,12490,49,979
3879,12491,18,979
3880,12492,41,979
3881,12493,3,978
3882,12494,49,978
3883,12495,18,978
3884,12496,41,978
3885,12497,3,675
3886,12498,49,675
3887,12499,16,675
3888,12500,37,675
3889,12501,49,960
3890,12502,18,960
3891,12503,37,960
3892,12504,6,960
3893,40388,42,1910
3894,12513,3,977
3895,12514,49,977
3896,12515,18,977
3897,12516,37,977
3898,12517,3,980
3899,12518,49,980
3900,12519,18,980
3901,12520,37,980
3902,12521,3,981
3903,12522,49,981
3904,12523,18,981
3905,12524,37,981
3906,12525,3,982
3907,12526,49,982
3908,12527,18,982
3909,12528,41,982
3910,12529,3,983
3911,12530,49,983
3912,12531,18,983
3913,12532,41,983
3914,12533,3,984
3915,12534,49,984
3916,12535,18,984
3917,12536,41,984
3918,12537,3,1006
3919,12538,49,1006
3920,12539,18,1006
3921,12540,41,1006
3922,12541,3,1004
3923,12542,49,1004
3924,12543,18,1004
3925,12544,37,1004
3926,12545,3,1003
3927,12546,49,1003
3928,12547,18,1003
3929,12548,37,1003
3930,12549,3,1000
3931,12550,49,1000
3932,12551,18,1000
3933,12552,37,1000
3934,12553,3,997
3935,12554,49,997
3936,12555,18,997
3937,12556,41,997
3938,12557,3,996
3939,12558,49,996
3940,12559,18,996
3941,12560,37,996
3942,12561,3,995
3943,12562,49,995
3944,12563,18,995
3945,12564,41,995
3946,12565,3,994
3947,12566,49,994
3948,12567,18,994
3949,12568,41,994
3950,12569,3,993
3951,12570,49,993
3952,12571,16,993
3953,12572,37,993
3954,12573,3,1001
3955,12574,49,1001
3956,12575,18,1001
3957,12576,37,1001
3958,19404,49,1450
3959,19405,3,1450
3960,19406,16,1450
3961,19407,37,1450
3962,12581,3,1020
3963,12582,49,1020
3964,12583,16,1020
3965,12584,41,1020
3966,12585,3,1021
3967,12586,49,1021
3968,12587,16,1021
3969,12588,41,1021
3970,19408,72,1450
3971,12593,3,1034
3972,12594,49,1034
3973,12595,16,1034
3974,12596,37,1034
3975,30808,16,2283
3976,30809,49,2283
3977,12609,49,1036
3978,12610,16,1036
3979,12611,3,1036
3980,12612,42,1036
3981,19848,49,1451
3982,19849,3,1451
3983,19850,16,1451
3984,19851,37,1451
3985,12617,49,1037
3986,12618,16,1037
3987,12619,3,1037
3988,12620,42,1037
3989,19852,38,1451
3990,19853,59,1451
3991,30810,3,2283
3992,30811,37,2283
3993,30812,69,2283
3994,12630,49,1038
3995,12631,16,1038
3996,12632,3,1038
3997,12633,42,1038
3998,12634,61,1038
3999,12644,49,1035
4000,12645,16,1035
4001,12646,37,1035
4002,12647,3,1035
4003,12653,49,1039
4004,12654,16,1039
4005,12655,42,1039
4006,12656,3,1039
4007,12661,49,185
4008,12662,16,185
4009,12663,42,185
4010,12664,6,185
4011,12665,12,185
4012,12677,49,925
4013,12678,16,925
4014,12679,37,925
4015,12680,6,925
4016,12681,49,926
4017,12682,16,926
4018,12683,37,926
4019,12684,6,926
4020,12685,49,821
4021,12686,16,821
4022,12687,37,821
4023,12688,6,821
4024,12689,49,719
4025,12690,16,719
4026,12691,37,719
4027,12692,6,719
4028,12697,49,1040
4029,12698,16,1040
4030,12699,42,1040
4031,12700,3,1040
4032,12701,61,1040
4033,12715,49,1041
4034,12716,16,1041
4035,12717,3,1041
4036,12718,37,1041
4037,12723,49,1042
4038,12724,16,1042
4039,12725,3,1042
4040,12726,42,1042
4041,12739,49,1044
4042,12740,16,1044
4043,12741,3,1044
4044,12742,37,1044
4045,12957,61,1063
4046,12999,49,1068
4047,13000,3,1068
4048,13001,18,1068
4049,12747,49,1045
4050,12748,16,1045
4051,12749,3,1045
4052,12750,42,1045
4053,13002,41,1068
4054,19148,49,1439
4055,19149,3,1439
4056,19150,16,1439
4057,12755,49,1046
4058,12756,16,1046
4059,12757,3,1046
4060,12758,42,1046
4061,19151,37,1439
4062,13098,49,1078
4063,13099,3,1078
4064,13100,16,1078
4065,12763,49,1047
4066,12764,16,1047
4067,12765,3,1047
4068,12766,42,1047
4069,12767,61,1047
4070,13101,42,1078
4071,13102,61,1078
4072,39754,46,1990
4073,39902,49,1941
4074,39903,3,1941
4075,40389,41,1910
4076,76639,91,3698
4077,39904,16,1941
4078,12778,49,1048
4079,12779,16,1048
4080,12780,3,1048
4081,12781,42,1048
4082,12782,61,1048
4083,39905,41,1941
4084,39999,49,1922
4085,40000,3,1922
4086,33664,49,1983
4087,33665,16,1983
4088,33666,3,1983
4089,33667,41,1983
4090,17944,49,1405
4091,12793,49,1049
4092,12794,16,1049
4093,12795,3,1049
4094,12796,42,1049
4095,12797,61,1049
4096,17945,16,1405
4097,17946,37,1405
4098,17947,6,1405
4099,12803,49,1050
4100,12804,16,1050
4101,12805,3,1050
4102,12806,42,1050
4103,12807,61,1050
4104,13326,49,1096
4105,13327,16,1096
4106,12813,49,1051
4107,12814,16,1051
4108,12815,3,1051
4109,12816,42,1051
4110,12817,61,1051
4111,13328,42,1096
4112,13329,61,1096
4113,13330,3,1096
4114,12823,49,1052
4115,12824,16,1052
4116,12825,3,1052
4117,12826,42,1052
4118,12827,61,1052
4119,12833,49,1053
4120,12834,16,1053
4121,12835,3,1053
4122,12836,42,1053
4123,12837,61,1053
4124,13389,16,1103
4125,13390,3,1103
4126,13391,37,1103
4127,12843,49,1054
4128,12844,16,1054
4129,12845,3,1054
4130,12846,42,1054
4131,12847,61,1054
4132,14705,49,1206
4133,14706,3,1206
4134,14707,18,1206
4135,14708,70,1206
4136,14709,41,1206
4137,12853,49,1055
4138,12854,16,1055
4139,12855,3,1055
4140,12856,42,1055
4141,12857,61,1055
4142,12863,49,1056
4143,12864,16,1056
4144,12865,3,1056
4145,12866,42,1056
4146,12867,61,1056
4147,18215,49,202
4148,13448,49,1107
4149,13449,16,1107
4150,13450,3,1107
4151,13451,37,1107
4152,12873,49,1057
4153,12874,16,1057
4154,12875,3,1057
4155,12876,42,1057
4156,12877,61,1057
4157,13460,49,1109
4158,13461,16,1109
4159,13462,3,1109
4160,13463,37,1109
4161,18216,16,202
4162,18217,3,202
4163,18218,41,202
4164,18260,3,1018
4165,12888,49,1058
4166,12889,16,1058
4167,12890,3,1058
4168,12891,42,1058
4169,12892,61,1058
4170,18261,49,1018
4171,14790,49,1214
4172,14791,3,1214
4173,14792,18,1214
4174,14793,37,1214
4175,13496,49,1113
4176,13497,3,1113
4177,13498,37,1113
4178,13499,18,1113
4179,14794,66,1214
4180,18262,16,1018
4181,18263,42,1018
4182,18264,61,1018
4183,18306,3,629
4184,13620,49,1121
4185,13621,3,1121
4186,13622,16,1121
4187,13623,37,1121
4188,13624,70,1121
4189,13630,49,1123
4190,13631,3,1123
4191,13632,16,1123
4192,13633,37,1123
4193,13638,49,1124
4194,13639,3,1124
4195,13640,16,1124
4196,13641,42,1124
4197,13642,61,1124
4198,13653,49,1125
4199,13654,3,1125
4200,13655,16,1125
4201,13656,42,1125
4202,13657,61,1125
4203,13663,49,1126
4204,13664,3,1126
4205,13665,16,1126
4206,13666,42,1126
4207,13667,61,1126
4208,13678,49,1088
4209,13679,16,1088
4210,13680,3,1088
4211,13681,37,1088
4212,13686,49,1101
4213,13687,16,1101
4214,13688,3,1101
4215,13689,37,1101
4216,33419,49,2006
4217,33420,3,2006
4218,33421,16,2006
4219,17709,49,1389
4220,17710,16,1389
4221,13698,49,1119
4222,13699,3,1119
4223,13700,18,1119
4224,13701,41,1119
4225,13702,49,1099
4226,13703,16,1099
4227,13704,3,1099
4228,13705,37,1099
4229,13706,49,1104
4230,13707,16,1104
4231,13708,3,1104
4232,13709,37,1104
4233,17711,3,1389
4234,17712,42,1389
4235,40001,16,1922
4236,40002,41,1922
4237,13714,49,1116
4238,13715,3,1116
4239,13716,18,1116
4240,13717,41,1116
4241,13718,49,1122
4242,13719,3,1122
4243,40560,16,2126
4244,13720,16,1122
4245,13721,37,1122
4246,13722,88,1122
4247,39755,49,1989
4248,39756,3,1989
4249,39757,16,1989
4250,40003,46,1922
4251,40095,41,1897
4252,40181,49,1877
4253,40182,16,1877
4254,40183,3,1877
4255,40184,37,1877
4256,40244,12,1864
4257,19658,49,1474
4258,19659,3,1474
4259,19660,16,1474
4260,19661,37,1474
4261,19763,49,1482
4262,19764,3,1482
4263,19765,16,1482
4264,17948,49,1404
4265,17949,16,1404
4266,17950,37,1404
4267,17951,6,1404
4268,18000,49,1415
4269,13747,49,1128
4270,13748,3,1128
4271,13749,16,1128
4272,13750,42,1128
4273,13751,61,1128
4274,18001,16,1415
4275,18002,37,1415
4276,18003,6,1415
4277,19766,42,1482
4278,19767,61,1482
4279,13761,49,1129
4280,13762,3,1129
4281,13763,16,1129
4282,13764,37,1129
4283,13769,49,1130
4284,13770,3,1130
4285,13771,18,1130
4286,13772,41,1130
4287,13777,49,1131
4288,13778,3,1131
4289,13779,18,1131
4290,13780,41,1131
4291,18265,3,976
4292,18266,49,976
4293,18267,18,976
4294,18268,37,976
4295,18307,49,629
4296,18308,16,629
4297,18309,41,629
4298,18342,3,741
4299,18343,49,741
4300,18344,16,741
4301,13809,49,1135
4302,13810,3,1135
4303,13811,41,1135
4304,13812,18,1135
4305,13813,59,1135
4306,18345,42,741
4307,18346,61,741
4308,18385,3,842
4309,18386,49,842
4310,18387,16,842
4311,13819,49,1136
4312,13820,3,1136
4313,13821,18,1136
4314,13822,37,1136
4315,13823,49,1133
4316,13824,3,1133
4317,13825,18,1133
4318,13826,41,1133
4319,18388,41,842
4320,18421,3,973
4321,18422,49,973
4322,18423,18,973
4323,18424,41,973
4324,18460,37,1419
4325,18461,3,1419
4326,18462,69,1419
4327,18463,67,1419
4328,13839,49,1138
4329,13840,3,1138
4330,13841,18,1138
4331,13842,41,1138
4332,18530,49,1393
4333,13847,49,1139
4334,13848,3,1139
4335,13849,18,1139
4336,13850,41,1139
4337,18531,16,1393
4338,18532,42,1393
4339,18533,61,1393
4340,18534,6,1393
4341,18568,49,1183
4342,18569,3,1183
4343,18570,16,1183
4344,18571,59,1183
4345,13863,49,1127
4346,13864,3,1127
4347,13865,16,1127
4348,13866,42,1127
4349,13867,61,1127
4350,13868,49,1140
4351,13869,3,1140
4352,13870,18,1140
4353,13871,37,1140
4354,18572,37,1183
4355,18573,84,1183
4356,18610,49,1167
4357,18611,3,1167
4358,18612,37,1167
4359,18613,16,1167
4360,18614,59,1167
4361,18615,84,1167
4362,13880,49,1141
4363,13881,3,1141
4364,13882,18,1141
4365,13883,41,1141
4366,13908,3,434
4367,13909,19,434
4368,13910,49,434
4369,13911,42,434
4370,117493,49,1694
4371,117494,16,1694
4372,117495,37,1694
4373,117496,12,1694
4374,13932,49,1146
4375,13933,3,1146
4376,13934,18,1146
4377,13935,37,1146
4378,86486,28,6401
4379,151781,49,10848
4380,151782,3,10848
4381,151783,16,10848
4382,40390,49,1871
4383,13984,49,1151
4384,13985,3,1151
4385,13986,18,1151
4386,13987,41,1151
4387,16232,49,1185
4388,16233,3,1185
4389,16234,16,1185
4390,16235,37,1185
4391,16236,66,1185
4392,16267,49,1190
4393,16268,3,1190
4394,16269,16,1190
4395,16270,37,1190
4396,16271,66,1190
4397,40391,16,1871
4398,86487,7,6401
4399,86488,37,6401
4400,16297,49,1194
4401,14004,49,1153
4402,14005,3,1153
4403,14006,18,1153
4404,14007,41,1153
4405,16298,3,1194
4406,16299,16,1194
4407,16300,37,1194
4408,16301,66,1194
4409,40245,37,1864
4410,40246,49,1864
4411,40247,16,1864
4412,40303,49,1846
4413,40304,16,1846
4414,40305,3,1846
4415,40306,41,1846
4416,118816,64,7987
4417,118815,64,7904
4418,40307,46,1846
4419,40363,49,1975
4420,40364,3,1975
4421,40365,16,1975
4422,40366,41,1975
4423,40367,46,1975
4424,118814,64,7903
4425,118813,64,7731
4426,118812,64,7986
4427,118811,64,7728
4428,39758,49,1988
4429,39759,3,1988
4430,39760,16,1988
4431,39761,37,1988
4432,39911,49,1939
4433,39912,3,1939
4434,39913,16,1939
4435,14051,49,1137
4436,14052,3,1137
4437,14053,18,1137
4438,14054,37,1137
4439,14060,49,1155
4440,14061,3,1155
4441,14062,18,1155
4442,14063,37,1155
4443,16418,49,1217
4444,16419,3,1217
4445,16420,37,1217
4446,14077,3,1023
4447,14078,49,1023
4448,14079,16,1023
4449,14080,42,1023
4450,14081,49,1086
4451,14082,16,1086
4452,14083,61,1086
4453,14084,3,1086
4454,14085,42,1086
4455,14086,49,1120
4456,14087,3,1120
4457,14088,18,1120
4458,14089,41,1120
4459,14090,49,1083
4460,14091,3,1083
4461,14092,16,1083
4462,14093,37,1083
4463,14094,49,1072
4464,14095,3,1072
4465,14096,18,1072
4466,14097,41,1072
4467,16421,70,1217
4468,16422,16,1217
4469,17952,49,1403
4470,17953,16,1403
4471,17954,37,1403
4472,17955,6,1403
4473,18177,3,924
4474,18178,49,924
4475,18179,16,924
4476,18180,37,924
4477,18223,49,201
4478,18224,16,201
4479,18225,3,201
4480,18226,41,201
4481,18310,3,646
4482,18311,49,646
4483,18312,41,646
4484,18313,18,646
4485,18347,3,742
4486,18348,49,742
4487,18349,16,742
4488,18350,42,742
4489,18351,61,742
4490,18389,3,849
4491,18390,49,849
4492,18391,16,849
4493,18392,42,849
4494,18425,3,974
4495,18426,49,974
4496,18427,18,974
4497,18428,41,974
4498,18535,49,1392
4499,18536,16,1392
4500,18537,3,1392
4501,18538,37,1392
4502,18539,6,1392
4503,18574,49,1182
