"id","color_id","object_id"
1137,1,257
1138,2,257
1139,7,464
1140,1,741
1141,2,741
5848,2,7937
1144,1,797
1145,2,797
1146,10,1022
1147,1,327
1148,2,327
1149,7,470
5857,2,7925
1372,1,245
1153,1,171
1373,2,245
1381,1,267
1156,1,493
1157,1,501
1158,1,502
1159,1,503
1160,7,506
1161,1,507
1162,1,508
1163,1,522
1164,1,523
1165,1,528
1166,5,556
1382,2,267
1650,1,2186
2241,1,1992
2242,7,1992
1651,2,2186
1652,7,2186
1176,4,1482
1177,2,1483
1178,4,1483
2249,5,1979
1179,2,1485
1180,4,1485
1181,2,1487
1182,4,1487
5663,1,2651
5565,4,7817
2217,1,2769
2218,2,2769
6832,5,10963
6833,10,10963
3689,5,3141
6002,1,5928
6071,1,2932
6085,1,2931
5767,1,2743
5664,5,2651
5665,11,2651
1679,1,2271
1680,4,2291
1692,1,2358
5576,4,7806
5768,2,2743
6003,2,5928
3239,1,1706
2263,1,1927
1238,1,1526
2268,1,1916
2269,5,1916
1247,1,1536
1249,1,1538
1250,1,1539
1251,1,1540
1252,1,1541
1253,1,1542
2277,1,1868
1256,1,1543
1257,2,1543
5684,1,1559
1260,1,1544
1261,2,1544
1262,1,1545
1263,2,1545
1264,1,1546
1265,2,1546
2278,8,1868
5840,1,7960
6004,11,5928
2285,7,1846
2289,5,1843
3232,2,5444
3608,1,3221
6017,6,3388
2320,5,2263
2292,1,1835
2322,2,2110
5769,11,2743
2327,2,2426
1321,1,1537
3636,5,3210
5685,7,1559
3233,11,5444
6825,1,2096
6674,11,2268
1555,1,2091
1556,2,2091
1563,1,2106
1564,1,2107
1611,1,1081
1612,2,1081
6828,5,10959
6685,4,10870
6686,11,10870
6692,4,10873
3808,4,5881
5695,4,2255
1655,7,2187
1657,1,2189
6693,7,10873
6694,11,10873
1663,1,2220
6840,5,11001
5770,4,7783
5771,7,7783
5772,10,7783
1678,7,2270
5773,11,7783
6018,10,3388
2250,7,1976
2254,7,1941
5774,2,7980
5712,2,2416
3809,11,5881
3620,5,3012
5713,5,2416
3798,1,471
5858,2,7923
6534,1,5448
6535,2,5448
5607,8,2494
5612,1,2260
5618,1,7618
1715,4,2170
1716,7,2170
1717,2,2294
1718,4,2294
1719,2,2293
1720,4,2293
5793,11,3419
5805,9,3373
3800,1,5679
3805,1,5683
5619,6,7618
5813,1,3431
5814,9,3431
5627,4,2068
5628,5,2068
2258,1,1936
1734,1,2001
1735,1,1552
1736,2,1552
1737,7,1552
1738,2,1553
1739,4,1553
1750,6,1555
1751,7,1555
1752,8,1555
1753,1,1551
1754,2,1551
1755,7,1551
1756,1,1554
1757,2,1554
1758,7,1554
1759,2,1550
1763,4,1548
1765,4,1547
1766,4,1549
5825,1,3404
6283,1,9878
5865,2,7910
5916,4,3065
5879,2,7877
5886,2,7875
5917,9,3065
5900,5,7833
5908,5,7826
5918,11,3065
6466,1,10730
6322,5,10616
6038,5,9070
6698,7,10876
5955,5,3049
5964,5,3010
5977,1,3305
5985,1,3277
5994,5,3237
1789,1,1568
1790,7,1568
5548,8,2160
6699,8,10876
1795,1,1496
1796,2,1496
1797,1,1511
1798,2,1511
1800,1,1516
1801,2,1516
1802,1,1517
1803,2,1517
1804,1,1993
1805,2,1993
1806,1,1497
1807,2,1497
1808,1,1498
1809,2,1498
1810,1,1500
1811,2,1500
1812,1,1501
1813,2,1501
1814,1,1503
1815,2,1503
1816,1,1504
1956,1,2676
1957,2,2676
1958,11,2676
1961,2,2708
1817,2,1504
1818,1,1505
1819,2,1505
1820,1,1506
1821,2,1506
1822,1,1507
1823,2,1507
1824,1,1508
1825,2,1508
1826,1,1509
1827,2,1509
1828,1,1499
1829,2,1499
6536,5,5448
1831,1,2005
1832,2,2005
1835,1,2006
1836,2,2006
1837,1,2007
1838,2,2007
1839,1,2008
1840,12,2011
1841,2,1478
1842,4,1478
1843,2,1479
1844,4,1479
1845,4,1480
1846,2,1481
1847,4,1481
6550,5,5451
1849,1,1830
1850,2,1830
1851,1,2000
1852,2,2000
1853,4,2004
1854,12,2004
1855,5,2509
1856,2,1863
1857,7,1863
1860,1,63
1861,2,63
1862,1,64
1863,2,64
1864,1,65
1865,1,269
1866,2,269
1867,1,271
1868,2,271
1869,1,272
1870,2,272
1871,2,274
1872,2,276
1873,2,278
1874,1,279
1875,2,279
1876,2,280
1877,2,281
1878,1,282
1879,2,282
1880,1,283
1881,2,283
2219,11,2769
6020,4,8700
1884,1,285
1885,2,285
1886,1,262
1887,2,262
1888,1,2626
1889,2,2626
1890,11,2630
2245,1,1990
2224,8,1734
1893,2,2632
1894,11,2632
5775,1,3427
5776,5,3427
5794,11,3420
1898,2,2636
1899,11,2636
2226,8,1699
2228,8,1696
3235,10,3459
3234,11,5442
6564,2,10774
1905,1,2652
1906,2,2652
1907,11,2652
1908,1,2653
1909,2,2653
1910,11,2653
1911,1,2656
1912,2,2656
1913,11,2656
1914,1,2659
1915,2,2659
1916,11,2659
1917,1,2662
1918,2,2662
1919,11,2662
1920,1,2663
1921,2,2663
1922,11,2663
1923,1,2670
1924,2,2670
1925,11,2670
1926,1,2672
1927,2,2672
1928,11,2672
1930,1,2308
1931,7,2309
2230,1,1691
1988,1,2740
1989,2,2740
1935,1,1493
1936,1,1494
1937,2,1488
1938,2,1489
1939,1,1521
1990,11,2740
1991,1,2739
2246,7,1990
6021,11,8700
1962,11,2708
1963,1,2736
1964,2,2736
1965,11,2736
1966,1,2737
1967,2,2737
1968,11,2737
1992,2,2739
1993,11,2739
1994,2,2631
1972,1,2738
1973,2,2738
1974,11,2738
2264,1,1920
2259,7,1934
2270,5,1914
1995,11,2631
1996,5,2744
1997,1,2759
1998,2,2759
1999,11,2759
2000,1,2761
2001,2,2761
2002,11,2761
2003,1,2762
2004,2,2762
2005,11,2762
2006,1,2760
2007,11,2760
2008,1,2763
2009,2,2763
2010,11,2763
2011,1,2764
2012,2,2764
2013,11,2764
2014,1,2765
2015,2,2765
2016,11,2765
2020,1,2766
2021,2,2766
2022,11,2766
2023,1,2768
2024,2,2768
2025,11,2768
2032,1,2770
2033,2,2770
2034,11,2770
2035,1,2771
2036,2,2771
2037,11,2771
2041,1,2772
2042,2,2772
2043,11,2772
2047,1,284
2048,2,284
2049,1,2773
2050,2,2773
2051,11,2773
2052,1,2774
2053,2,2774
2054,11,2774
2222,1,1802
2058,1,2776
2059,2,2776
2060,11,2776
2061,1,2775
2062,2,2775
2063,11,2775
2064,1,2777
2065,2,2777
2066,11,2777
2067,11,2778
2068,2,2779
2069,1,2797
2070,5,2798
2071,1,2803
2072,2,2803
2073,11,2803
2074,1,2804
2075,2,2804
2076,11,2804
2077,1,2805
2078,1,2838
2079,2,2838
2080,11,2838
2081,1,2839
2082,2,2839
2083,11,2839
2084,1,2841
2085,2,2841
2086,11,2841
2087,1,2842
2088,2,2842
2089,11,2842
2090,1,2741
2091,2,2741
2092,11,2741
2093,1,2843
2094,2,2843
2095,11,2843
2096,1,2844
2097,2,2844
2098,11,2844
2099,2,2639
2100,11,2639
2101,1,2847
2102,2,2847
2103,11,2847
2104,1,2848
2105,2,2848
2106,11,2848
2107,11,2849
2223,2,1802
2225,8,1703
2227,8,1698
2229,8,1695
6022,5,5735
6023,6,5735
2247,5,1986
2252,5,1958
2256,2,1937
2260,7,1933
2265,7,1919
2271,1,1893
2120,1,2853
2121,2,2853
2122,5,2853
2123,11,2853
5841,2,7958
2671,5,3187
2279,1,1867
2280,8,1867
5655,2,7738
2286,5,1845
2287,7,1845
3690,4,5857
2293,1,1834
6024,8,5735
3691,11,5857
6025,11,5735
2675,1,3191
5850,2,7932
5656,5,7738
2321,5,2392
6039,8,9070
2325,2,2425
2142,1,273
2143,2,273
2326,5,2425
2328,5,2426
3705,6,5862
5669,1,1569
2344,5,2389
2149,11,2860
2150,1,2857
2151,2,2857
2152,11,2857
2153,1,2856
2154,2,2856
2155,11,2856
2156,1,2855
2157,2,2855
2158,11,2855
2159,1,2852
2160,2,2852
2161,11,2852
2162,1,2851
2163,2,2851
2164,11,2851
2165,1,2858
2166,2,2858
2167,11,2858
2168,1,2859
2169,11,2859
2170,1,2861
2171,2,2861
2172,11,2861
5670,7,1569
6072,1,3000
2176,1,2862
2177,2,2862
2178,11,2862
2179,1,2863
2180,2,2863
2181,11,2863
2182,1,2864
2183,2,2864
2184,11,2864
2185,1,2865
2186,2,2865
2187,11,2865
2188,1,2867
2189,2,2867
2190,11,2867
2191,1,2868
2192,2,2868
2193,11,2868
2194,1,2870
2195,2,2870
2196,11,2870
2197,1,2871
2198,2,2871
2199,11,2871
6292,2,10072
2201,1,2873
2202,2,2873
2203,11,2873
2204,1,2874
2205,2,2874
2206,11,2874
2207,11,2872
2208,1,2875
2209,2,2875
2210,11,2875
2211,1,2675
2212,2,2675
2213,11,2876
2214,1,2877
2215,2,2877
2216,11,2877
6293,11,10072
6056,1,9529
6069,2,9532
6301,5,9950
6304,1,9947
6305,5,9898
6070,5,9532
2398,5,2999
2399,5,2998
2400,5,2997
6073,2,3000
6086,1,3008
6087,2,3008
6551,2,5446
6106,1,3082
6552,4,5446
3655,5,3158
6467,5,10730
6468,10,10730
6107,2,3082
6553,5,5446
2409,4,3001
2410,11,3001
3668,5,3166
6565,5,10774
3683,2,3071
6011,1,7814
6012,4,7814
6013,6,7814
3625,5,2936
6014,7,7814
5566,4,7819
6015,8,7814
6016,11,7814
6040,1,3833
5749,5,9073
6041,11,3833
6074,1,3006
3648,2,3157
3652,5,3029
5762,1,3223
5763,5,3223
6075,2,3006
3665,5,3205
6088,1,3054
6294,5,9958
3706,11,5862
3711,4,5865
3712,11,5865
3810,1,5682
3680,5,3052
5365,4,5871
3684,5,3069
6089,2,3054
3763,4,5880
3764,6,5880
6090,5,3054
6302,5,9949
6316,1,10596
6285,1,9879
6108,1,3128
3740,4,5878
3741,11,5878
3765,11,5880
3771,4,5872
2490,1,3063
3772,11,5872
3779,4,5860
3780,6,5860
3781,11,5860
6306,2,9897
6314,5,9955
6554,4,10770
6555,11,10770
3799,1,370
3801,1,5681
3794,1,1534
3806,1,5685
4903,1,7662
4132,2,7603
4133,5,7603
5366,6,5871
5367,11,5871
5930,1,3190
6344,5,10639
4137,2,7612
4138,5,7612
2510,5,3090
2511,5,3094
2512,1,3096
2513,5,3096
2514,2,3099
6350,5,10660
2572,5,3140
4141,2,7656
2518,1,3101
2519,2,3101
2520,11,3101
5533,4,2500
5534,5,2500
2524,2,3104
2525,11,3104
2526,1,3103
2527,2,3103
2528,11,3103
2529,1,3105
2530,2,3105
2531,11,3105
2532,1,3106
2533,2,3106
2534,11,3106
5535,7,2500
5671,7,1567
5764,10,3223
5777,11,3437
5073,2,7987
5077,2,7989
3916,2,7609
2824,5,3240
3918,2,7614
3921,2,7616
3922,5,7616
3923,6,7616
5081,1,7739
5560,4,2480
5778,12,3437
5272,1,7707
5273,2,7707
5274,6,7707
5279,1,7807
5956,1,3134
5965,1,2942
5986,5,3276
2559,1,3113
2560,2,3113
5995,5,3123
2724,5,3226
2602,1,3180
2603,2,3180
2604,1,3179
2605,2,3179
2608,1,3177
2609,2,3177
2610,1,3176
2611,2,3176
2612,1,3175
2613,2,3175
2614,1,3174
2615,2,3174
2616,1,3173
2617,2,3173
2618,1,3172
2619,1,3171
2620,1,3168
2621,2,3168
2622,1,3170
2623,1,3178
2624,2,3178
2627,1,3112
2628,2,3112
2629,1,3111
2630,2,3111
2631,1,3110
2632,2,3110
2633,1,3109
2634,2,3109
2635,1,3108
2636,2,3108
2637,1,3107
2638,2,3107
2639,1,2996
2640,2,2996
2641,1,2987
2642,2,2987
2643,1,2973
2644,2,2973
2645,1,2966
2646,2,2966
2647,1,2965
2648,2,2965
2649,1,2962
2650,2,2962
2651,1,3181
2652,2,3181
2653,1,3182
2654,2,3182
2655,1,3183
2656,2,3183
2657,1,3184
2658,2,3184
2661,1,3185
2662,2,3185
2663,1,3186
2664,2,3186
2743,1,3231
2744,1,3230
2745,2,3230
2746,5,3230
2747,2,3229
2748,5,3229
2749,1,3228
2750,2,3228
2751,5,3228
2755,5,3233
2756,5,3234
2757,10,3235
2758,1,3232
6541,2,5455
6542,6,5455
6556,4,10771
2953,5,3016
3695,4,5859
3696,6,5859
3634,5,3062
6032,1,9391
6033,4,9391
3649,5,3028
6286,1,9880
3697,11,5859
3785,1,2112
6034,6,9391
6035,7,9391
6036,10,9391
3666,5,3206
6037,11,9391
6446,11,10721
6557,8,10771
3681,5,3051
3819,2,7591
3795,1,1535
6076,1,3003
6058,7,9530
3807,1,5691
3820,5,7591
3721,4,5870
3722,11,5870
3728,4,5873
3729,11,5873
6566,1,10773
6567,5,10773
5658,2,7724
6573,1,10777
6574,2,10777
6575,5,10777
6580,2,10812
6581,5,10812
6091,1,3055
6092,2,3055
6679,4,10868
5672,1,1566
5567,4,7818
5673,7,1566
5686,1,1558
5687,7,1558
5842,2,7954
2885,3,3352
2886,4,3352
2887,5,3352
2888,11,3352
2889,1,3353
2890,2,3353
2891,2,3354
5551,4,2156
5750,8,9073
5851,2,7931
3093,10,3476
4134,2,7608
4135,5,7608
5552,7,2156
5561,5,2381
5705,2,2439
3972,2,7619
3766,4,5875
3767,6,5875
3768,11,5875
5714,7,2422
5721,5,2406
5779,8,3434
5780,11,3434
5795,1,3432
2954,5,3017
5806,9,3369
5815,1,3416
3140,1,3818
3141,2,3818
3142,11,3818
5816,2,3416
5817,11,3416
5826,5,3396
5827,9,3396
5835,9,3424
5859,2,7920
5866,5,7909
6109,1,3202
5880,1,7876
5887,2,7879
5894,5,7886
5901,5,7832
5909,5,7825
5931,1,3215
6352,5,10671
6307,1,9894
5957,1,3133
5958,5,3133
5966,2,3116
5967,5,3116
6353,10,10671
5987,1,3271
5996,1,3218
6362,5,10674
6338,5,10644
6227,1,4031
6228,2,4031
6229,5,4031
6345,5,10646
6351,1,10661
6363,10,10674
6369,5,10690
6451,2,10725
6452,5,10725
6401,1,10692
6402,4,10692
6403,7,10692
6404,9,10692
6405,11,10692
6481,9,3346
6484,1,3359
6487,1,3355
6488,5,3355
6492,5,3344
6495,9,3341
6501,1,3334
6505,5,3331
6508,5,3328
6509,9,3328
6511,5,3326
6513,2,3325
6514,5,3325
6516,9,3323
6518,5,3321
6520,1,5449
6521,2,5449
6522,11,5449
6532,2,5447
6533,5,5447
3096,1,3511
3097,2,3511
3100,1,3513
3101,2,3513
3056,9,3444
3104,1,3516
3105,2,3516
3146,1,3805
3063,9,3447
3405,1,3430
3439,11,3393
3445,1,3408
3446,9,3408
3456,7,3394
3461,2,3389
3462,5,3389
3468,1,3379
3469,2,3379
3470,5,3379
3472,1,3377
3473,2,3377
3474,9,3377
3496,1,3364
3498,1,3361
3502,2,3374
3503,5,3374
3504,10,3374
3534,1,3061
3548,5,3048
3550,5,3046
3551,5,3045
3552,5,3042
3553,5,3033
3554,5,3032
3555,5,3031
3560,5,2959
3094,1,3510
3095,2,3510
3068,1,3446
3069,6,3446
3070,11,3446
3071,1,3445
3072,6,3445
3073,11,3445
3098,1,3512
3099,2,3512
3076,1,3449
3077,2,3449
3078,11,3449
3079,1,3454
3080,2,3454
3081,11,3454
3242,1,3004
3083,10,3460
3084,10,3461
3085,10,3462
3086,10,3463
3087,10,3464
3088,1,3467
3089,5,3468
3102,1,3514
3091,5,3471
3177,11,3836
3103,2,3514
3106,1,3517
3107,2,3517
3108,1,3518
3109,2,3518
3110,1,3519
3111,2,3519
3112,9,3448
3113,1,3521
3114,2,3521
3115,10,3541
3116,10,3542
3117,10,3544
3118,10,3545
3129,11,1257
5781,1,3436
5782,2,3436
5751,8,9072
5783,11,3436
6077,1,2950
6059,7,9524
6078,2,2950
3185,9,3926
5796,2,3433
6079,5,2950
6093,1,3056
6094,2,3056
3143,1,3817
3144,2,3817
3145,11,3817
3147,10,3570
3148,1,3560
3149,2,3560
3150,11,3560
3151,10,3554
5797,11,3433
5807,1,3371
5818,1,3414
3155,1,3831
3156,2,3831
3157,11,3831
5659,2,7725
3362,1,5684
6110,1,3212
3364,1,5686
5644,1,7732
6287,1,9881
3164,10,3847
6308,7,9892
3166,5,3859
3167,5,3889
3168,1,3890
3169,2,3890
3170,9,3895
3171,1,3897
3172,2,3897
3173,11,3897
3174,5,3899
6354,5,10670
6211,1,4025
6212,2,4025
6213,5,4025
6230,1,4027
6231,2,4027
6232,5,4027
6355,9,10670
5645,2,7732
3882,2,7601
6364,2,10675
6365,5,10675
6339,5,10643
6346,5,10648
6447,11,10722
6453,4,10085
6454,6,10085
6431,5,10709
6543,2,5456
3373,1,5690
6111,2,3212
5646,4,7732
3371,1,5692
3889,1,7611
5647,5,7732
5660,5,7725
3603,1,3219
3604,4,3219
3803,1,5688
3791,1,1514
6390,4,10694
5843,1,7953
5852,1,7930
5674,1,1564
5675,7,1564
5860,2,7919
3404,11,3429
3406,1,3428
3407,5,3428
3409,1,3367
3411,5,3366
5867,2,7897
6391,7,10694
6392,11,10694
5888,1,7880
5895,5,7842
5902,5,7831
5910,5,7823
6406,2,10597
6544,6,5456
6440,6,10716
5541,2,2485
3432,1,3407
3433,9,3407
3435,1,3402
3436,5,3402
5959,5,3132
5542,4,2485
5553,4,2150
3444,9,3410
6441,10,10716
6558,1,10772
6559,4,10772
5980,5,3282
5988,1,3270
3457,11,3392
3460,10,3390
5997,5,3188
5998,8,3188
5697,4,2254
5706,5,2436
3471,1,3378
3475,2,3376
3476,5,3376
3477,10,3376
5819,11,3414
5722,1,2326
5828,1,3399
6671,4,2181
6672,11,2181
6560,6,10772
6561,9,10772
6568,1,10776
5829,5,3399
5836,5,3387
6569,2,10776
6576,1,10806
6680,9,10868
6681,11,10868
6687,4,10871
6688,11,10871
3487,2,3375
3488,5,3375
3489,10,3375
3495,1,3365
3497,1,3362
3499,1,5804
3500,2,5804
3501,11,5804
3561,5,2958
3562,1,2957
3563,5,2956
3564,5,3019
3628,4,3204
3804,1,5687
3567,5,2933
6080,1,2949
3792,1,1533
3570,5,2929
3571,5,2928
6081,2,2949
6060,1,9525
3629,11,3204
3793,11,1533
6061,7,9525
3605,1,3220
3606,2,3220
3607,4,3220
6095,1,3057
6096,2,3057
3709,4,5863
3710,11,5863
3880,2,7602
5676,1,1563
3654,5,3047
6097,5,3057
6112,5,3415
6288,1,10088
6289,11,10088
6214,2,4026
6215,5,4026
6545,1,5458
6326,5,10636
6309,1,9890
3890,6,7611
3893,2,7613
3894,5,7613
3760,4,5879
3761,6,5879
3737,4,5877
3738,6,5877
3739,11,5877
3744,4,5869
3745,11,5869
3762,11,5879
3769,4,5874
3770,11,5874
3776,4,5867
3777,6,5867
3778,11,5867
6334,5,10638
6340,5,10645
4904,2,7662
4908,2,7892
4136,1,7607
5844,2,7949
6347,5,10650
5934,1,3077
6356,2,10672
5951,1,3050
5960,2,3131
4896,1,7885
5543,11,2483
3917,2,7610
3919,2,7615
3920,5,7615
5648,1,7761
5649,9,7761
5677,7,1563
4921,1,7901
4922,10,7901
5971,1,3011
5554,7,2150
5568,4,7816
4928,2,7908
5972,2,3011
5569,8,7816
5853,2,7929
4150,1,7646
5973,4,3011
5861,2,7918
4977,2,7981
5868,2,7896
5070,1,7904
5074,1,7986
5981,1,3301
6357,5,10672
5999,5,3079
6366,1,10684
6423,1,10704
5078,2,7988
5082,1,7713
6546,5,5458
5608,8,2488
5613,1,2105
5620,4,2145
4955,2,7933
6424,2,10704
5629,4,2174
4070,1,7655
4071,2,7650
5882,5,7874
5784,1,3443
5698,4,2253
5785,2,3443
4034,5,7653
4997,1,7708
5786,11,3443
5798,4,3439
5799,8,3439
6425,4,10704
4075,1,7648
6426,7,10704
4076,5,7648
5459,4,7781
5808,1,3417
4045,2,7661
5820,9,3370
5830,9,3398
5837,10,3425
4174,1,7651
5889,2,7881
5896,5,7839
4175,5,7651
4998,6,7708
4083,2,7637
4084,5,7637
4085,2,7632
4086,2,7630
4087,5,7630
4088,2,7629
4089,5,7629
4090,2,7631
5001,1,7710
5002,5,7710
5460,11,7781
5467,1,7778
5903,1,7830
5904,5,7830
4097,1,7665
5468,4,7778
5469,9,7778
4179,1,7659
4101,1,7668
4180,1,7647
5911,5,7822
4104,1,7670
4105,6,7670
5470,10,7778
5471,11,7778
5481,1,7801
5482,4,7801
4110,2,7675
4111,5,7675
5483,7,7801
5484,9,7801
4114,4,7677
4115,2,7678
5485,11,7801
4117,2,7681
5496,4,7770
4119,1,7669
4120,2,7669
4121,2,7684
4184,1,7658
4185,5,7658
5497,7,7770
5498,9,7770
5511,1,7762
5512,4,7762
5157,4,7773
5513,7,7762
5514,9,7762
5515,11,7762
5528,1,7754
5529,4,7754
5530,9,7754
5531,10,7754
5532,11,7754
4213,2,7702
4214,2,7703
4215,1,7704
4216,2,7705
5071,1,7991
5754,8,9069
6082,1,2946
5678,1,1562
5075,1,7906
5079,7,7899
5083,5,7712
5679,7,1562
5555,4,2496
5556,6,2496
5570,4,7815
5787,1,3440
5935,1,3075
5788,2,3440
5800,1,3386
5801,9,3386
6062,1,9526
6098,1,3058
6099,2,3058
5974,9,3310
5398,4,7784
5120,4,7763
